Res1;Res2;Res3;Res4;Res5;Res6;Res7
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,199634545;0,686992875;0,305357179;1,459243246;0,376357627;0,031004587;6,442921458
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,304073437;1,305153343;0,409222012;0,712250121;0,282381503;0,047224649;2,839772644
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,342927798;2,043529925;0,038845561;0,438318519;0,1223901;0,053258992;4,299121808
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,529817433;1,790567662;0,426943495;1,019804527;0,38806669;0,082284208;1,759613431
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,406907943;0,964047853;0,348723631;1,80947368;0,320876661;0,063195539;6,958066204
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
0,341337616;0,758540114;0,203310142;1,440936048;0,262298489;0,053012026;6,91326448
